NAME OF DATA ELEMENT,dev-category,developer-friendly name,API data type,INDEX,VARIABLE NAME,VALUE,LABEL,SOURCE,SHOWN/USE ON SITE,NOTES,,,
"Completion rate for first-time, full-time students receiving neither a Direct Subsidized Loan or a Pell Grant during their first year of college at four-year institutions (150% of expected time to completion)",completion,completion_rate_four_year_150_noloan_nopell,float,,C150_4_NOLOANNOPELL,,,IPEDS,,"The proportion of full-time, first-time, degree/certificate-seeking undergraduates receiving neither a Direct Subsidized Loan or a Pell Grant during their first year of college who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of full-time, first-time, degree/certificate-seeking undergraduates receiving neither a Direct Subsidized Loan or a Pell Grant during their first year of college who completed a degree or certificate divided by the number of full-time, first-time, degree/certificate-seeking undergraduates receiving neither a Direct Subsidized Loan or a Pell Grant during their first year of college in the corresponding completion rate cohort (D150_4_NOLOANNOPELL, D150_L4_NOLOANNOPELL). For full-time, first-time, bachelor's degree-seeking undergraduates, 150 percent of normal time is typically 6 years, and for full-time, first-time, associate's degree-seeking undergraduates it is typically 3 years. For full-time, first-time, certificate-seeking undergraduates, the normal time period varies by the length of the program (for example, 9 months for a certificate with a normal completion time of 6 months). Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent.",,,
Adjusted cohort count for those who did not receive a Direct Subsidized Loan or a Pell Grant completion rate at four-year institutions (denominator of 150% did not receive a Direct Subsidized Loan or Pell Grant completion rate),completion,completion_cohort_four_year_150_noloan_nopell,integer,,D150_4_NOLOANNOPELL,,,IPEDS,,"The number of full-time, first-time, degree/certificate-seeking undergraduates receiving neither a Direct Subsidize Loan or a Pell Grant during their first year of college used by the institution to calculate completion rate within 150 percent of normal time, included in the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is based on the number of full-time, first-time, degree/certificate-seeking undergraduates who initially enrolled in the fall term (for institutions that primarily follow an academic year calendar system) or any time during the academic year (for institutions that primarily follow a continuous enrollment or program-based calendar system). Institutions may exclude full-time, first-time, degree/certificate-seeking undergraduates who left the institution due to death, total and permanent disability, active military duty, service in the Peace Corps or other federal foreign aid program, or service on an official church mission (http://nces.ed.gov/ipeds/glossary/index.asp?searchtype=term&keyword=adjusted+cohort). The entering class used in this metric depends on the level of institution (see ICLEVEL). Four-year institutions use full-time, first-time, degree/certificate-seeking undergraduates who started at the institution 6 years earlier. Less-than-4-year institutions use full-time, first-time, degree/certificate-seeking undergraduates who started at the institution 3 years earlier. Pooled figures include two cohorts of students.",,,
"Completion rate for first-time, full-time students receiving neither a Direct Subsidized Loan or a Pell Grant during their first year of college at less-than-four-year institutions (150% of expected time to completion)",completion,completion_rate_lt_four_year_150_noloan_nopell,float,,C150_L4_NOLOANNOPELL,,,IPEDS,,ibid,,,
Adjusted cohort count for those who did not receive a Direct Subsidized Loan or a Pell Grant completion rate at less-than-four-year institutions (denominator of 150% did not receive a Direct Subsidized Loan or Pell Grant completion rate),completion,completion_cohort_lt_four_year_150_noloan_nopell,integer,,D150_L4_NOLOANNOPELL,,,IPEDS,,ibid,,,
"Adjusted cohort count of full-time, first-time students (denominator for the percentage receiving an award within 6 years of entry), pooled across years.",completion,outcome_cohort.full_time.first_time.6yr_pooled,integer,,OMACHT6_FTFT_POOLED,,,IPEDS,,,,,
"Percentage of full-time, first-time student receiving an award within 6 years of entry, pooled in rolling averages.",completion,outcome_percentage.full_time.first_time.6yr.award_pooled,float,,OMAWDP6_FTFT_POOLED,,,IPEDS,,,,,
"Adjusted cohort count of full-time, first-time students (denominator for the 8-year outcomes percentages), pooled across years.",completion,outcome_cohort.full_time.first_time.8yr_pooled,integer,,OMACHT8_FTFT_POOLED,,,IPEDS,,,,,
"Percentage of full-time, first-time student receiving an award within 8 years of entry, pooled in rolling averages.",completion,outcome_percentage.full_time.first_time.8yr.award_pooled,float,,OMAWDP8_FTFT_POOLED,,,IPEDS,,,,,
"Percentage of full-time, first-time students that did not receive an award and are still enrolled at this institution 8 years after entry, pooled in rolling averages.",completion,outcome_percentage.full_time.first_time.8yr.still_enrolled_pooled,float,,OMENRYP8_FTFT_POOLED,,,IPEDS,,,,,
"Percentage of full-time, first-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry, pooled in rolling averages.",completion,outcome_percentage.full_time.first_time.8yr.transfer_pooled,float,,OMENRAP8_FTFT_POOLED,,,IPEDS,,,,,
"Percentage of full-time, first-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry, pooled in rolling averages.",completion,outcome_percentage.full_time.first_time.8yr.unknown_pooled,float,,OMENRUP8_FTFT_POOLED,,,IPEDS,,,,,
"Adjusted cohort count of part-time, first-time students (denominator for the percentage receiving an award within 6 years of entry), pooled across years.",completion,outcome_cohort.part_time.first_time.6yr_pooled,integer,,OMACHT6_PTFT_POOLED,,,IPEDS,,,,,
"Percentage of part-time, first-time student receiving an award within 6 years of entry, pooled in rolling averages.",completion,outcome_percentage.part_time.first_time.6yr.award_pooled,float,,OMAWDP6_PTFT_POOLED,,,IPEDS,,,,,
"Adjusted cohort count of part-time, first-time students (denominator for the 8-year outcomes percentages), pooled across years.",completion,outcome_cohort.part_time.first_time.8yr_pooled,integer,,OMACHT8_PTFT_POOLED,,,IPEDS,,,,,
"Percentage of part-time, first-time student receiving an award within 8 years of entry, pooled in rolling averages.",completion,outcome_percentage.part_time.first_time.8yr.award_pooled,float,,OMAWDP8_PTFT_POOLED,,,IPEDS,,,,,
"Percentage of part-time, first-time students that did not receive an award and are still enrolled at this institution 8 years after entry, pooled in rolling averages.",completion,outcome_percentage.part_time.first_time.8yr.still_enrolled_pooled,float,,OMENRYP8_PTFT_POOLED,,,IPEDS,,,,,
"Percentage of part-time, first-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry, pooled in rolling averages.",completion,outcome_percentage.part_time.first_time.8yr.transfer_pooled,float,,OMENRAP8_PTFT_POOLED,,,IPEDS,,,,,
"Percentage of part-time, first-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry, pooled in rolling averages.",completion,outcome_percentage.part_time.first_time.8yr.unknown_pooled,float,,OMENRUP8_PTFT_POOLED,,,IPEDS,,,,,
"Adjusted cohort count of full-time, not first-time students (denominator for the percentage receiving an award within 6 years of entry), pooled across years.",completion,outcome_cohort.full_time.not_first_time.6yr_pooled,integer,,OMACHT6_FTNFT_POOLED,,,IPEDS,,,,,
"Percentage of full-time, not first-time student receiving an award within 6 years of entry, pooled in rolling averages.",completion,outcome_percentage.full_time.not_first_time.6yr.award_pooled,float,,OMAWDP6_FTNFT_POOLED,,,IPEDS,,,,,
"Adjusted cohort count of full-time, not first-time students (denominator for the 8-year outcomes percentages), pooled across years.",completion,outcome_cohort.full_time.not_first_time.8yr_pooled,integer,,OMACHT8_FTNFT_POOLED,,,IPEDS,,,,,
"Percentage of full-time, not first-time student receiving an award within 8 years of entry, pooled in rolling averages.",completion,outcome_percentage.full_time.not_first_time.8yr.award_pooled,float,,OMAWDP8_FTNFT_POOLED,,,IPEDS,,,,,
